label,text
0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
0,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
0,"Sorry, I'll call later"
0,So gd got free ice cream... I oso wan...
0,R u sure they'll understand that! Wine * good idea just had a slurp!
0,Here got lots of hair dresser fr china.
0,She told to hr that he want posting in chennai:)because i'm working here:)
0,Yes..gauti and sehwag out of odi series.
0,Where to get those?
0,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
0,i want to grasp your pretty booty :)
0,Now get step 2 outta the way. Congrats again.
0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,Ok i vl..do u know i got adsense approved..
0,"Yep, by the pretty sculpture"
0,Er mw im filled tuth is aight
0,"That means you got an A in epi, she.s fine. She.s here now."
0,No let me do the math. Your not good at it.
0,Thinking of u ;) x
0,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
0,Aight do you still want to get money
0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
0,"Haha awesome, be there in a minute"
0,"Its ok, if anybody asks abt me, u tel them..:-P"
0,How are you. Wish you a great semester
0,will you like to be spoiled? :)
0,Ooooooh I forgot to tell u I can get on yoville on my phone
0,"aight we can pick some up, you open before tonight?"
1,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
0,That's one of the issues but california is okay. No snow so its manageable
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
0,U can call now...
0,Would really appreciate if you call me. Just need someone to talk to.
0,Lemme know when you're here
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs Â£1.50 each"
1,Call from 08702490080 - tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
0,How r Ã¼ going to send it to me?
0,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
0,cool. We will have fun practicing making babies!
0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
0,"Aight, you close by or still down around alex's place?"
0,Good morning princess! How are you?
0,Watching ajith film ah?
0,I have no idea where you are
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
0,"That's what I love to hear :V see you sundayish, then"
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
0,"No my blankets are sufficient, thx"
1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
0,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"
0,Wait . I will msg after  &lt;#&gt;  min.
0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
0,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
0,R Ã¼ comin back for dinner?
0,Me too baby! I promise to treat you well! I bet you will take good care of me...
1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
0,Company is very good.environment is terrific and food is really nice:)
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak
0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
0,What should i eat fo lunch senor
0,These won't do. Have to move on to morphine
0,Jus came back fr lunch wif my sis only. U leh?
0,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
0,", how's things? Just a quick question."
0,Send me yetty's number pls.
0,Ok. I only ask abt e movie. U wan ktv oso?
0,WOT U UP 2 J?
0,No need lar i go engin? Cos my sis at arts today...
0,2 and half years i missed your friendship:-)
0,Total video converter free download type this in google search:)
0,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
0,I wont get concentration dear you know you are my mind and everything :-)
0,"Oh yes, why is it like torture watching england?"
0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
0,Ha ha cool cool chikku chikku:-):-DB-)
0,PS U no ur a grown up now right?
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
0,Merry christmas to u too annie!
0,Oh god i am happy to see your message after 3 days
1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
0,Nope. Meanwhile she talk say make i greet you.
0,So Ã¼ pay first lar... Then when is da stock comin...
0,Cos daddy arranging time c wat time fetch Ã¼ mah...
1,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
0,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
0,I wish u were here. I feel so alone
0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
0,Have your lunch and come quickly and open the door:)
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
0,Is there coming friday is leave for pongal?do you get any news from your work place.
0,Ok lor.
0,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
0,Once free call me sir. I am waiting for you.
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
1,For sale - arsenal dartboard. Good condition but no doubles or trebles!
0,Ugh my leg hurts. Musta overdid it on mon.
0,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
0,Great. Never been better. Each day gives even more reasons to thank God
0,Home so we can always chat
0,"Aight, see you in a bit"
0,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
1,U are subscribed to the best Mobile Content Service in the UK for Â£3 per ten days until you send STOP to 83435. Helpline 08706091795.
0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough â¦"
0,Yes:)here tv is always available in work place..
1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save Â£s with Free texts/weekend calls. Text YES for a callback orno to opt out
0,Gud mrng dear have a nice day
0,Wanna do some art?! :D
1,"Thanks for your ringtone order, ref number R836. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069154"
1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
0,Whom you waited for yesterday
0,Then mum's repent how?
0,What about this one then.
0,"Velly good, yes please!"
0,Well she's in for a big surprise!
0,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
0,He dint tell anything. He is angry on me that why you told to abi.
0,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
0,"What i mean was i left too early to check, cos i'm working a 9-6."
0,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
0,Package all your programs well
1,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
0,"Sorry, I'll call later"
0,I.ll hand her my phone to chat wit u
0,I sent lanre fakeye's Eckankar details to the mail box
1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876"
0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
0,I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
0,ILL B DOWN SOON
0,Nice.nice.how is it working?
0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
0,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
0,"K, if u bored up just come to my home.."
0,You got job in wipro:)you will get every thing in life in 2 or 3 years.
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
0,I cant pick the phone right now. Pls send a message
0,In which place do you want da.
0,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
0,But that's on ebay it might be less elsewhere.
0,Shall i come to get pickle
0,Will you be here for food
0,Hey i've booked the pilates and yoga lesson already... Haha
0,So that takes away some money worries
0,Neshanth..tel me who r u?
1,"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
0,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã¼ not interested.
0,That means get the door
0,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
0,"Yeah, probably earlier than that"
0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
0,Ok.. Ã finishing soon?
0,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
0,I have gone into get info bt dont know what to do
0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
0,Wat uniform? In where get?
0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
0,Come to medical college at 7pm ......forward it da
0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
0,You could have seen me..i did't recognise you Face.:)
0,We'll join the  &lt;#&gt;  bus
0,Prabha..i'm soryda..realy..frm heart i'm sory
0,We will meet soon princess! Ttyl!
1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
0,Hi Harish's rent has been transfred to ur Acnt.
0,I know you mood off today
1,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
0,Great! How is the office today?
0,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
0,Well welp is sort of a semiobscure internet thing
0,Change windows logoff sound..
0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
0,Yes:)here tv is always available in work place..
0,O was not into fps then.
0,I just cooked a rather nice salmon a la you
0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
0,I know a few people I can hit up and fuck to the yes
0,I'm vivek:)i got call from your number.
0,You in your room? I need a few
0,You can jot down things you want to remember later.
0,Many more happy returns of the day. I wish you happy birthday.
0,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
0,Yes i thought so. Thanks.
0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
1,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
0,If you don't respond imma assume you're still asleep and imma start calling n shit
0,Sorry about that this is my mates phone and i didnt write it love Kate
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
0,Lol ok. I'll snatch her purse too.
0,How much it will cost approx . Per month.
0,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
0,O shore are you takin the bus
0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
0,No but the bluray player can
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
0,Taka lor. Wat time u wan 2 come n look 4 us?
0,So i asked how's anthony. Dad. And your bf
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
0,Can not use foreign stamps in this country. Good lecture .
0,Mode men or have you left.
0,I was just callin to say hi. Take care bruv!
0,"Yo my trip got postponed, you still stocked up?"
1,Reply to win Â£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
1,"This is the 2nd time we have tried to contact u. U have won the Â£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
0,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
0,Just finished eating. Got u a plate. NOT leftovers this time.
0,Stop the story. I've told him i've returned it and he's saying i should not re order it.
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
0,Does not operate after  &lt;#&gt;  or what
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
0,"I'll get there at 3, unless you guys want me to come some time sooner"
0,No no. I will check all rooms befor activities
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
0,"K, I'll work something out"
0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
0,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
0,Everybody had fun this evening. Miss you.
0,I've got it down to a tea. not sure which flavour
1,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
0,I'm at work. Please call
1,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
0,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
0,"That's cool, I'll come by like  &lt;#&gt; ish"
0,S:)but he had some luck.2 catches put down:)
0,Heehee that was so funny tho
0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
0,aathi..where are you dear..
0,The battery is for mr adewale my uncle. Aka Egbon
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
0,I will come with karnan car. Please wait till 6pm will directly goto doctor.
0,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
0,There are no other charges after transfer charges and you can withdraw anyhow you like
0,I keep ten rs in my shelf:) buy two egg.
0,Doing project w frens lor. 
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
0,Lol no. U can trust me.
0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
0,R we going with the  &lt;#&gt;  bus?
1,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB
0,"Sorry, I'll call later"
0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
0,Omg how did u know what I ate?
0,Got meh... When?
0,Boo what time u get out? U were supposed to take me shopping today. :(
0,"Sorry, I'll call later ok bye"
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
1,u r a winner U ave been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
0,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
1,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
0,No go. No openings for that room 'til after thanksgiving without an upcharge.
0,Hmmm:)how many players selected?
0,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
0,Carlos says we can pick up from him later so yeah we're set
0,Ill call you evening ill some ideas.
0,K..k:)how about your training process?
0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
0,I am in a marriage function
0,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
0,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
0,How much u trying to get?
0,Yes i will be there. Glad you made it.
0,:-( that's not v romantic!
0,I know complain num only..bettr directly go to bsnl offc nd apply for it..
0,No i am not having not any movies in my laptop
0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
0,What's the significance?
0,I'm on the bus. Love you
0,"And that's fine, I got enough bud to last most of the night at least"
0,i am seeking a lady in the street and a freak in the sheets. Is that you?
0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
0,"Me, i dont know again oh"
0,You have got tallent but you are wasting.
0,I am literally in bed and have been up for like  &lt;#&gt;  hours
0,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
0,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
1,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
0,So no messages. Had food?
0,Yes:)from last week itself i'm taking live call.
1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
0,Oh wow thats gay. Will firmware update help
0,Or i go home first lar Ã¼ wait 4 me lor.. I put down my stuff first..
0,Then why you not responding
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
0,How much i gave to you. Morning.
0,I'm in inside office..still filling forms.don know when they leave me.
0,Yup ok...
0,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
0,Yo! Howz u? girls never rang after india. L
0,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
0,Just sleeping..and surfing
0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
0,Yo theres no class tmrw right?
0,O. Guess they both got screwd
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
0,Mine here like all fr china then so noisy.
0,Reckon need to be in town by eightish to walk from * carpark.
0,Si si. I think ill go make those oreo truffles.
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
0,Convey my regards to him
0,Wait 2 min..stand at bus stop
0,I dont know why she.s not getting your messages
0,Thanks love. But am i doing torch or bold.
0,She.s find. I sent you an offline message to know how anjola's now.
0,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
0,PICK UR FONE UP NOW U DUMB?
0,No need to buy lunch for me.. I eat maggi mee..
0,Nah im goin 2 the wrks with j wot bout u?
0,Then i buy.
0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
0,"As usual..iam fine, happy &amp; doing well..:)"
0,Can Ã¼ send me a copy of da report?
0,Sorry de i went to shop.
0,Send to someone else :-)
0,have you ever had one foot before?
0,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
1,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
0,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
0,they released another Italian one today and it has a cosign option
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
0,K.k:)when are you going?
0,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
0,Hmm thinking lor...
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
0,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
0,Pls accept me for one day. Or am begging you change the number.
1,You have 1 new message. Call 0207-083-6089
0,"Sorry,  in meeting I'll call you later"
0,Gettin rdy to ship comp
0,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
0,In which place i can get rooms cheap:-)
0,You dont know you jabo me abi.
0,jay says he'll put in  &lt;#&gt;
0,Hey morning what you come to ask:-) pa...
0,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
0,Howz that persons story
0,Can you just come in for a sec? There's somebody here I want you to see
